route_id,agency_id,route_short_name,route_long_name,route_type
7559285,0,298,Trotro 298 : Kokomlemle → Dzorwulu,3
7559352,0,298,Trotro 298 : Dzorwulu → Kokomlemle,3
7559376,0,302,Trotro 302 : Korle Bu → Kwashieman/Santa Maria,3
7559519,0,302,Trotro 302 : Kwashieman/Santa Maria → Korle Bu,3
7560155,0,347,Trotro 347 : Abeka Lapaz → Tema,3
7563404,0,999,Trotro 999 : Abeka Lapaz → Sowutuom,3
7563449,0,999,Trotro 999 : Sowutuom → Abeka Lapaz,3
7563473,0,995,Trotro 995 : Accra New Tema Station → Zamrama Line,3
7563496,0,995,Trotro 995 : Zamrama Line → Accra New Tema Station,3
7563654,0,994,Trotro 994 : Accra Rawlings Park → Chemuna,3
7563692,0,994,Trotro 994 : Chemuna → Accra Rawlings Park,3
7563747,0,542,Trotro 542 : Zongo Junction → Chorkor,3
7563757,0,542,Trotro 542 : Chorkor → Zongo Junction,3
7564674,0,347,Trotro 347 : Tema → Abeka Lapaz,3
7570146,0,540,Trotro 540 : Zongo Junction → Agege,3
7570157,0,540,Trotro 540 : Agege → Zongo Junction,3
7570218,0,539,Trotro 539 : Zambrama Line → Odorna-Circle,3
7570241,0,539,Trotro 539 : Odorna-Circle → Zambrama Line,3
7570881,0,538,Trotro 538 : Zambrama Line → Kaneshie,3
7571009,0,538,Trotro 538 : Kaneshie → Zambrama Line,3
7571129,0,536,Trotro 536 : Zambrama Line → Arena,3
7571153,0,536,Trotro 536 : Arena → Zambrama Line,3
7571202,0,521,Trotro 521 : Accra New Tema Station → Chemuna,3
7571211,0,521,Trotro 521 : Chemuna → Accra New Tema Station,3
7571239,0,520,Trotro 520 : Accra New Tema Station → Camara,3
7571256,0,520,Trotro 520 : Camara → Accra New Tema Station,3
7571303,0,480,Trotro 480 : Shiabu → Agbogbloshie,3
7571322,0,480,Trotro 480 : Agbogbloshie → Shiabu,3
7571363,0,474,Trotro 474 : Accra Salaga → Appiah Danquah,3
7571392,0,474,Trotro 474 : Appiah Danquah → Accra Salaga,3
7571466,0,473,Trotro 473 : Accra Salaga → Chemuna,3
7571472,0,473,Trotro 473 : Chemuna → Accra Salaga,3
7573166,0,469,Trotro 469 : Accra Rawlings Park → Nungua Authority,3
7573398,0,468,Trotro 468 : Accra Rawlings Park → La Olympia,3
7573602,0,463,Trotro 463 : Accra Post Office → Mamprobi,3
7573618,0,463,Trotro 463 : Mamprobi → Accra Post Office,3
7573640,0,441,Trotro 441 : Okponglo → American House,3
7573652,0,441,Trotro 441 : American House → Okponglo,3
7574244,0,458,Trotro 458 : Pigfarm → Accra CMB,3
7574340,0,458,Trotro 458 : Accra CMB → Pigfarm,3
7574368,0,445,Trotro 445 : Opetekwei → Circle,3
7574384,0,445,Trotro 445 : Circle → Opetekwei,3
7575476,0,442,Trotro 442 : Okponglo → Bawaleshie,3
7575482,0,442,Trotro 442 : Bawaleshie → Okponglo,3
7579862,0,443,Trotro 443 : Okponglo → Christian Centre,3
7579927,0,443,Trotro 443 : Christian Centre → Okponglo,3
7580677,0,303,Trotro 303 : Korle Bu → Mallam,3
7580704,0,303,Trotro 303 : Mallam → Korle Bu,3
7582417,0,318,Trotro 318 : Madina → Kwashieman,3
7582466,0,318,Trotro 318 : Kwashieman → Madina,3
7582514,0,325,Trotro 325 : Kwashieman Junction → Santa Maria,3
7582562,0,325,Trotro 325 : Santa Maria → Kwashieman Junction,3
7582694,0,328,Trotro 328 : Kwashieman Junction → Rawlings Park,3
7582819,0,328,Trotro 328 : Rawlings Park → Kwashieman Junction,3
7582921,0,357,Trotro 357 : Mallam Attah → Kotobabi Down/Polo park,3
7582938,0,357,Trotro 357 : Kotobabi Down/Polo park → Mallam Attah,3
7582985,0,363,Trotro 363 : Mataheko → Kaneshie,3
7582989,0,363,Trotro 363 : Kaneshie → Mataheko,3
7584059,0,367,Trotro 367 : New Fadama → Accra CMB,3
7584105,0,367,Trotro 367 : Accra CMB → New Fadama,3
7584311,0,368,Trotro 368 : Accra New Tema Station → Abelemkpe,3
7584339,0,368,Trotro 368 : Abelemkpe → Accra New Tema Station,3
7584453,0,376,Trotro 376 : Accra New Tema Station → Pigfarm,3
7584510,0,376,Trotro 376 : Pigfarm → Accra New Tema Station,3
7584548,0,377,Trotro 377 : Abeka Lapaz → Ashongman,3
7584596,0,377,Trotro 377 : Ashongman → Abeka Lapaz,3
7584876,0,383,Trotro 383 : Accra New Tema Station → Ashaiman Main Station,3
7584952,0,383,Trotro 383 : Ashaiman Main Station → Accra New Tema Station,3
7585106,0,544,Trotro 544 : Zongo Junction → Korle Bu,3
7585174,0,544,Trotro 544 : Korle Bu → Zongo Junction,3
7586567,0,444,Trotro 444 : Agbogbloshie → Opetekwei,3
7586571,0,444,Trotro 444 : Opetekwei → Agbogbloshie,3
7586649,0,434,Trotro 434 : Odorkor → Anyah,3
7586875,0,434,Trotro 434 : Anyah → Odorkor,3
7587870,0,386,Trotro 386 : New Town → Adenta,3
7587968,0,386,Trotro 386 : Adenta → New Town,3
7588311,0,388,Trotro 388 : Accra New Town → Kasoa,3
7588606,0,388,Trotro 388 : Kasoa → Accra New Town,3
7588716,0,393,Trotro 393 : Nima → Accra,3
7588792,0,393,Trotro 393 : Accra → Nima,3
7589111,0,394,Trotro 394 : Nima → Ashaiman,3
7589307,0,394,Trotro 394 : Ashaiman → Nima,3
7589438,0,399,Trotro 399 : Nima Overhead Maamobi → Achimota Terminal,3
7589522,0,399,Trotro 399 : Achimota Terminal → Nima Overhead Maamobi,3
7593019,0,400,Trotro 400 : Nima Overhead Maamobi → Alajo Station,3
7593076,0,400,Trotro 400 : Alajo Station → Nima Overhead Maamobi,3
7593390,0,408,Trotro 408 : Nima Overhead → Pokuase Amasaman,3
7594733,0,408,Trotro 408 : Pokuase Amasaman → Nima Overhead,3
7594789,0,412,Trotro 412 : Nima Station → Agbogbloshie,3
7594860,0,412,Trotro 412 : Agbogbloshie → Nima Station,3
7594887,0,417,Trotro 417 : Nima Station → Accra New Tema Station,3
7594940,0,417,Trotro 417 : Accra New Tema Station → Nima Station,3
7597657,0,437,Trotro 437 : Odorkor → South Odorkor,3
7597691,0,437,Trotro 437 : South Odorkor → Odorkor,3
7597854,0,438,Trotro 438 : Odorkor → Accra New Tema Station,3
7597893,0,438,Trotro 438 : Accra New Tema Station → Odorkor,3
7598052,0,467,Trotro 467 : Accra Rawlings Park → Sakaman Blue Lagoon,3
7598170,0,467,Trotro 467 : Sakaman Blue Lagoon → Accra Rawlings Park,3
7598198,0,485,Trotro 485 : Soko → Accra Post Office,3
7598207,0,485,Trotro 485 : Accra Post Office → Soko,3
7599432,0,490,Trotro 490 : Nima-Mamobi → Sukura,3
7599545,0,490,Trotro 490 : Sukura → Nima-Mamobi,3
7604910,0,216,Trotro 216 : Circle Lido → Abeka Lapaz,3
7604961,0,216,Trotro 216 : Abeka Lapaz → Circle Lido,3
7605019,0,223,Trotro 223 : Accra CMB → Ablekuma,3
7605150,0,223,Trotro 223 : Ablekuma → Accra CMB,3
7605625,0,424,Trotro 424 : Odorna → Nungua,3
7605686,0,449,Trotro 449 : Orgle Street → Kaneshie,3
7605745,0,449,Trotro 449 : Kaneshie → Orgle Street,3
9404547,0,525,Trotro 525 : Adenta Station → Accra New Tema Station,3
9636138,0,24,Trotro 24 : Abeka Lapaz → Nsawam,3
9636519,0,24,Trotro 24 : Nsawam → Abeka Lapaz,3
9638821,0,119,Trotro 119 : Madina → St. Johns,3
9642060,0,119,Trotro 119 : St. Johns → Madina,3
9650278,0,120,Trotro 120 : Madina → Sowutuom,3
9651062,0,120,Trotro 120 : Sowutuom → Madina,3
