trip_id,route_id,service_id,shape_id
331,7496996,Mo-Su,7496996
332,7496999,Mo-Su,7496999
333,7497041,Mo-Su,7497041
334,7497095,Mo-Su,7497095
335,7497115,Mo-Su,7497115
336,7497295,Mo-Su,7497295
337,7497484,Mo-Su,7497484
338,7497752,Mo-Su,7497752
339,7497987,Mo-Su,7497987
340,7498111,Mo-Su,7498111
341,7498214,Mo-Su,7498214
342,7498362,Mo-Su,7498362
343,7498573,Mo-Su,7498573
344,7498817,Mo-Su,7498817
345,7499139,Mo-Su,7499139
346,7499245,Mo-Su,7499245
347,7499292,Mo-Su,7499292
348,7499451,Mo-Su,7499451
349,7499478,Mo-Su,7499478
350,7499756,Mo-Su,7499756
351,7499799,Mo-Su,7499799
352,7501558,Mo-Su,7501558
353,7501597,Mo-Su,7501597
354,7502108,Mo-Su,7502108
355,7502371,Mo-Su,7502371
356,7502705,Mo-Su,7502705
357,7516584,Mo-Su,7516584
358,7516796,Mo-Su,7516796
359,7517050,Mo-Su,7517050
360,7517271,Mo-Su,7517271
361,7517381,Mo-Su,7517381
362,7517511,Mo-Su,7517511
363,7517635,Mo-Su,7517635
364,7517718,Mo-Su,7517718
365,7518611,Mo-Su,7518611
366,7518920,Mo-Su,7518920
367,7518969,Mo-Su,7518969
368,7519008,Mo-Su,7519008
369,7519055,Mo-Su,7519055
370,7541588,Mo-Su,7541588
371,7541688,Mo-Su,7541688
372,7541816,Mo-Su,7541816
373,7541864,Mo-Su,7541864
374,7541922,Mo-Su,7541922
375,7541947,Mo-Su,7541947
376,7541972,Mo-Su,7541972
377,7542012,Mo-Su,7542012
378,7542086,Mo-Su,7542086
379,7542139,Mo-Su,7542139
380,7546679,Mo-Su,7546679
381,7546702,Mo-Su,7546702
382,7546832,Mo-Su,7546832
383,7546841,Mo-Su,7546841
384,7547356,Mo-Su,7547356
385,7547497,Mo-Su,7547497
386,7547555,Mo-Su,7547555
387,7547613,Mo-Su,7547613
388,7547642,Mo-Su,7547642
389,7547673,Mo-Su,7547673
390,7547692,Mo-Su,7547692
391,7547754,Mo-Su,7547754
392,7548047,Mo-Su,7548047
393,7548092,Mo-Su,7548092
394,7548748,Mo-Su,7548748
395,7548760,Mo-Su,7548760
396,7548867,Mo-Su,7548867
397,7548979,Mo-Su,7548979
398,7549754,Mo-Su,7549754
399,7549779,Mo-Su,7549779
400,7551863,Mo-Su,7551863
401,7551890,Mo-Su,7551890
402,7551926,Mo-Su,7551926
403,7552151,Mo-Su,7552151
404,7552443,Mo-Su,7552443
405,7552492,Mo-Su,7552492
406,7552552,Mo-Su,7552552
407,7552566,Mo-Su,7552566
408,7553835,Mo-Su,7553835
409,7553865,Mo-Su,7553865
410,7553913,Mo-Su,7553913
411,7554095,Mo-Su,7554095
412,7554291,Mo-Su,7554291
413,7554533,Mo-Su,7554533
414,7554945,Mo-Su,7554945
415,7554979,Mo-Su,7554979
416,7558873,Mo-Su,7558873
417,7558983,Mo-Su,7558983
418,7559191,Mo-Su,7559191
419,7559224,Mo-Su,7559224
420,7559285,Mo-Su,7559285
421,7559352,Mo-Su,7559352
422,7559376,Mo-Su,7559376
423,7559519,Mo-Su,7559519
424,7560155,Mo-Su,7560155
425,7563404,Mo-Su,7563404
426,7563449,Mo-Su,7563449
427,7563473,Mo-Su,7563473
428,7563496,Mo-Su,7563496
429,7563654,Mo-Su,7563654
430,7563692,Mo-Su,7563692
431,7563747,Mo-Su,7563747
432,7563757,Mo-Su,7563757
433,7564674,Mo-Su,7564674
434,7570146,Mo-Su,7570146
435,7570157,Mo-Su,7570157
436,7570218,Mo-Su,7570218
437,7570241,Mo-Su,7570241
438,7570881,Mo-Su,7570881
439,7571009,Mo-Su,7571009
440,7571129,Mo-Su,7571129
441,7571153,Mo-Su,7571153
442,7571202,Mo-Su,7571202
443,7571211,Mo-Su,7571211
444,7571239,Mo-Su,7571239
445,7571256,Mo-Su,7571256
446,7571303,Mo-Su,7571303
447,7571322,Mo-Su,7571322
448,7571363,Mo-Su,7571363
449,7571392,Mo-Su,7571392
450,7571466,Mo-Su,7571466
451,7571472,Mo-Su,7571472
452,7573166,Mo-Su,7573166
453,7573398,Mo-Su,7573398
454,7573602,Mo-Su,7573602
455,7573618,Mo-Su,7573618
456,7573640,Mo-Su,7573640
457,7573652,Mo-Su,7573652
458,7574244,Mo-Su,7574244
459,7574340,Mo-Su,7574340
460,7574368,Mo-Su,7574368
461,7574384,Mo-Su,7574384
462,7575476,Mo-Su,7575476
463,7575482,Mo-Su,7575482
464,7579862,Mo-Su,7579862
465,7579927,Mo-Su,7579927
466,7580677,Mo-Su,7580677
467,7580704,Mo-Su,7580704
468,7582417,Mo-Su,7582417
469,7582466,Mo-Su,7582466
470,7582514,Mo-Su,7582514
471,7582562,Mo-Su,7582562
472,7582694,Mo-Su,7582694
473,7582819,Mo-Su,7582819
474,7582921,Mo-Su,7582921
475,7582938,Mo-Su,7582938
476,7582985,Mo-Su,7582985
477,7582989,Mo-Su,7582989
478,7584059,Mo-Su,7584059
479,7584105,Mo-Su,7584105
480,7584311,Mo-Su,7584311
481,7584339,Mo-Su,7584339
482,7584453,Mo-Su,7584453
483,7584510,Mo-Su,7584510
484,7584548,Mo-Su,7584548
485,7584596,Mo-Su,7584596
486,7584876,Mo-Su,7584876
487,7584952,Mo-Su,7584952
488,7585106,Mo-Su,7585106
489,7585174,Mo-Su,7585174
490,7586567,Mo-Su,7586567
491,7586571,Mo-Su,7586571
492,7586649,Mo-Su,7586649
493,7586875,Mo-Su,7586875
494,7587870,Mo-Su,7587870
495,7587968,Mo-Su,7587968
496,7588311,Mo-Su,7588311
497,7588606,Mo-Su,7588606
498,7588716,Mo-Su,7588716
499,7588792,Mo-Su,7588792
500,7589111,Mo-Su,7589111
501,7589307,Mo-Su,7589307
502,7589438,Mo-Su,7589438
503,7589522,Mo-Su,7589522
504,7593019,Mo-Su,7593019
505,7593076,Mo-Su,7593076
506,7593390,Mo-Su,7593390
507,7594733,Mo-Su,7594733
508,7594789,Mo-Su,7594789
509,7594860,Mo-Su,7594860
510,7594887,Mo-Su,7594887
511,7594940,Mo-Su,7594940
512,7597657,Mo-Su,7597657
513,7597691,Mo-Su,7597691
514,7597854,Mo-Fr,7597854
515,7597893,Mo-Su,7597893
516,7598052,Mo-Su,7598052
517,7598170,Mo-Su,7598170
518,7598198,Mo-Su,7598198
519,7598207,Mo-Su,7598207
520,7599432,Mo-Su,7599432
521,7599545,Mo-Su,7599545
522,7604910,Mo-Su,7604910
523,7604961,Mo-Su,7604961
524,7605019,Mo-Su,7605019
525,7605150,Mo-Su,7605150
526,7605625,Mo-Su,7605625
527,7605686,Mo-Su,7605686
528,7605745,Mo-Su,7605745
529,9404547,Mo-Su,9404547
530,9636138,Mo-Su,9636138
531,9636519,Mo-Su,9636519
532,9638821,Mo-Su,9638821
533,9642060,Mo-Su,9642060
534,9650278,Mo-Su,9650278
535,9651062,Mo-Su,9651062
