stop_id,stop_name,stop_lat,stop_lon
1433298078,unnamed,-16.4526006,-68.1493149
12444949641,unnamed,-16.4530137,-68.1493471
2861598698,unnamed,-16.4530391,-68.1493476
7590939744,unnamed,-16.4531849,-68.1493168
7590939749,unnamed,-16.4531667,-68.1493203
7590939739,unnamed,-16.4532906,-68.1492979
9351965399,unnamed,-16.4532792,-68.1492903
7590939740,unnamed,-16.4532667,-68.1492851
7590939741,unnamed,-16.4532535,-68.1492824
9351965401,unnamed,-16.45324,-68.1492823
7590939742,unnamed,-16.4532267,-68.1492848
9351965400,unnamed,-16.4532143,-68.1492897
7590939743,unnamed,-16.453203,-68.1492968
9351965396,unnamed,-16.4531931,-68.1493059
7590939746,unnamed,-16.4534566,-68.1493066
8231655381,unnamed,-16.4535144,-68.1492846
1361337118,unnamed,-16.4535938,-68.1492846
1361337144,unnamed,-16.4536878,-68.1493049
1361337134,unnamed,-16.4537785,-68.1493657
1437218652,unnamed,-16.4538417,-68.1494231
4376848019,unnamed,-16.4599593,-68.1495806
6806539033,unnamed,-16.4598438,-68.1494643
1361333457,unnamed,-16.4596802,-68.1493508
4376848018,unnamed,-16.4593861,-68.1491785
1361333673,unnamed,-16.4592088,-68.1490947
1361333461,unnamed,-16.4582519,-68.1489177
4376848017,unnamed,-16.4581569,-68.1489031
1437218665,unnamed,-16.4576374,-68.1488667
1437218669,unnamed,-16.4571049,-68.1488452
4376848012,unnamed,-16.4569454,-68.1488519
6806539031,unnamed,-16.4568201,-68.1488561
4376848013,unnamed,-16.4566548,-68.1489383
1437218623,unnamed,-16.4556699,-68.1493489
7581039361,unnamed,-16.4551737,-68.1493792
7581039369,unnamed,-16.454223,-68.1494126
7967872047,unnamed,-16.4888019,-68.1445504
7967872048,unnamed,-16.4887913,-68.1446332
2586278759,unnamed,-16.4887711,-68.1446869
413764444,unnamed,-16.4887389,-68.1447426
2586278758,unnamed,-16.4886823,-68.1445234
6919566848,unnamed,-16.4887534,-68.1445435
4835046332,unnamed,-16.4885549,-68.144421
2586278753,unnamed,-16.4886216,-68.1444888
324100153,unnamed,-16.4884932,-68.1442883
11331790782,unnamed,-16.4885187,-68.1443638
324100158,unnamed,-16.4884353,-68.1437742
